"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"LUX","GFCF","TOT","QGRWTH","Q","2017-Q4",-4.655933466,
"LUX","GFCF","TOT","QGRWTH","Q","2018-Q1",5.281439204,
"LUX","GFCF","TOT","QGRWTH","Q","2018-Q2",-2.364810717,
"LUX","GFCF","TOT","QGRWTH","Q","2018-Q3",-5.514030248,
"LUX","GFCF","TOT","QGRWTH","Q","2018-Q4",8.708601651,
"LUX","GFCF","TOT","QGRWTH","Q","2019-Q1",2.246829532,
"LUX","GFCF","TOT","QGRWTH","Q","2019-Q2",3.961227328,
"LUX","GFCF","TOT","QGRWTH","Q","2019-Q3",2.683310403,
"LUX","GFCF","TOT","QGRWTH","Q","2019-Q4",-1.576737699,
"LUX","GFCF","TOT","QGRWTH","Q","2020-Q1",-9.91651516,
"LUX","GFCF","TOT","QGRWTH","Q","2020-Q2",-7.1361655,
"LUX","GFCF","TOT","QGRWTH","Q","2020-Q3",33.496096592,
"LUX","GFCF","TOT","QGRWTH","Q","2020-Q4",-12.536136781,
"LUX","GFCF","TOT","QGRWTH","Q","2021-Q1",0.933791552,
"LUX","GFCF","TOT","QGRWTH","Q","2021-Q2",4.365823287,
"LUX","GFCF","TOT","QGRWTH","Q","2021-Q3",-5.358292983,
"LUX","GFCF","TOT","QGRWTH","Q","2021-Q4",10.530964778,
"LUX","GFCF","TOT","QGRWTH","Q","2022-Q1",-2.363737995,"P"
"LUX","GFCF","TOT","QGRWTH","Q","2022-Q2",-5.411564851,"P"
"MEX","GFCF","TOT","QGRWTH","Q","2017-Q1",-2.708658623,
"MEX","GFCF","TOT","QGRWTH","Q","2017-Q2",-0.069796393,
"MEX","GFCF","TOT","QGRWTH","Q","2017-Q3",1.030839528,
"MEX","GFCF","TOT","QGRWTH","Q","2017-Q4",-0.067843372,
"MEX","GFCF","TOT","QGRWTH","Q","2018-Q1",1.937124513,"P"
"MEX","GFCF","TOT","QGRWTH","Q","2018-Q2",-0.323550782,"P"
"MEX","GFCF","TOT","QGRWTH","Q","2018-Q3",-0.883124785,"P"
"MEX","GFCF","TOT","QGRWTH","Q","2018-Q4",-3.544266875,"P"
"MEX","GFCF","TOT","QGRWTH","Q","2019-Q1",1.937777166,"P"
"MEX","GFCF","TOT","QGRWTH","Q","2019-Q2",-3.276528142,"P"
"MEX","GFCF","TOT","QGRWTH","Q","2019-Q3",-1.396601044,"P"
"MEX","GFCF","TOT","QGRWTH","Q","2019-Q4",-1.356995611,"P"
"MEX","GFCF","TOT","QGRWTH","Q","2020-Q1",-2.853436285,"P"
"MEX","GFCF","TOT","QGRWTH","Q","2020-Q2",-28.264911395,"P"
"MEX","GFCF","TOT","QGRWTH","Q","2020-Q3",19.073642526,"P"
"MEX","GFCF","TOT","QGRWTH","Q","2020-Q4",5.504201621,"P"
"MEX","GFCF","TOT","QGRWTH","Q","2021-Q1",3.930845405,"P"
"MEX","GFCF","TOT","QGRWTH","Q","2021-Q2",0.830822105,"P"
"MEX","GFCF","TOT","QGRWTH","Q","2021-Q3",1.676944721,"P"
"MEX","GFCF","TOT","QGRWTH","Q","2021-Q4",0.256719884,"P"
"MEX","GFCF","TOT","QGRWTH","Q","2022-Q1",2.499102169,"P"
"MEX","GFCF","TOT","QGRWTH","Q","2022-Q2",2.32938938,"P"
"NLD","GFCF","TOT","QGRWTH","Q","2017-Q1",-0.004892449,
"NLD","GFCF","TOT","QGRWTH","Q","2017-Q2",1.107732624,
"NLD","GFCF","TOT","QGRWTH","Q","2017-Q3",4.570197158,
"NLD","GFCF","TOT","QGRWTH","Q","2017-Q4",-0.06542096,
"NLD","GFCF","TOT","QGRWTH","Q","2018-Q1",0.815095589,
"NLD","GFCF","TOT","QGRWTH","Q","2018-Q2",0.652074748,
"NLD","GFCF","TOT","QGRWTH","Q","2018-Q3",-2.425344505,
"NLD","GFCF","TOT","QGRWTH","Q","2018-Q4",4.087947745,
"NLD","GFCF","TOT","QGRWTH","Q","2019-Q1",1.823896837,
"NLD","GFCF","TOT","QGRWTH","Q","2019-Q2",1.829024602,
"NLD","GFCF","TOT","QGRWTH","Q","2019-Q3",1.950145351,
"NLD","GFCF","TOT","QGRWTH","Q","2019-Q4",-0.485825084,
"NLD","GFCF","TOT","QGRWTH","Q","2020-Q1",0.173927151,"P"
"NLD","GFCF","TOT","QGRWTH","Q","2020-Q2",-9.598772232,"P"
"NLD","GFCF","TOT","QGRWTH","Q","2020-Q3",6.530627489,"P"
"NLD","GFCF","TOT","QGRWTH","Q","2020-Q4",1.728992166,"P"
"NLD","GFCF","TOT","QGRWTH","Q","2021-Q1",1.67306997,"P"
"NLD","GFCF","TOT","QGRWTH","Q","2021-Q2",-0.369379747,"P"
"NLD","GFCF","TOT","QGRWTH","Q","2021-Q3",-0.792074122,"P"
"NLD","GFCF","TOT","QGRWTH","Q","2021-Q4",1.217617621,"P"
"NLD","GFCF","TOT","QGRWTH","Q","2022-Q1",-0.260608466,"P"
"NLD","GFCF","TOT","QGRWTH","Q","2022-Q2",5.423195381,"P"
"NZL","GFCF","TOT","QGRWTH","Q","2017-Q1",0.707613926,
"NZL","GFCF","TOT","QGRWTH","Q","2017-Q2",2.747329961,
"NZL","GFCF","TOT","QGRWTH","Q","2017-Q3",2.721739725,
"NZL","GFCF","TOT","QGRWTH","Q","2017-Q4",3.428533387,
"NZL","GFCF","TOT","QGRWTH","Q","2018-Q1",1.306642636,
"NZL","GFCF","TOT","QGRWTH","Q","2018-Q2",1.531228159,
"NZL","GFCF","TOT","QGRWTH","Q","2018-Q3",-1.733416771,
"NZL","GFCF","TOT","QGRWTH","Q","2018-Q4",1.713048462,
"NZL","GFCF","TOT","QGRWTH","Q","2019-Q1",2.91760581,
"NZL","GFCF","TOT","QGRWTH","Q","2019-Q2",0.936853632,
"NZL","GFCF","TOT","QGRWTH","Q","2019-Q3",-0.168756027,
"NZL","GFCF","TOT","QGRWTH","Q","2019-Q4",0.114706593,
"NZL","GFCF","TOT","QGRWTH","Q","2020-Q1",-3.648314539,
"NZL","GFCF","TOT","QGRWTH","Q","2020-Q2",-18.26261109,
"NZL","GFCF","TOT","QGRWTH","Q","2020-Q3",24.908116386,
"NZL","GFCF","TOT","QGRWTH","Q","2020-Q4",-0.919512046,
"NZL","GFCF","TOT","QGRWTH","Q","2021-Q1",5.735321413,
"NZL","GFCF","TOT","QGRWTH","Q","2021-Q2",-2.141603277,
"NZL","GFCF","TOT","QGRWTH","Q","2021-Q3",-6.266443435,
"NZL","GFCF","TOT","QGRWTH","Q","2021-Q4",12.273539168,
"NZL","GFCF","TOT","QGRWTH","Q","2022-Q1",-0.147727273,
"NZL","GFCF","TOT","QGRWTH","Q","2022-Q2",-3.328781154,
"NOR","GFCF","TOT","QGRWTH","Q","2017-Q1",2.89547754,
"NOR","GFCF","TOT","QGRWTH","Q","2017-Q2",-1.381123566,
"NOR","GFCF","TOT","QGRWTH","Q","2017-Q3",-1.52134902,
"NOR","GFCF","TOT","QGRWTH","Q","2017-Q4",2.414098258,
"NOR","GFCF","TOT","QGRWTH","Q","2018-Q1",-2.42037388,
"NOR","GFCF","TOT","QGRWTH","Q","2018-Q2",4.807994439,
"NOR","GFCF","TOT","QGRWTH","Q","2018-Q3",-0.117195485,
"NOR","GFCF","TOT","QGRWTH","Q","2018-Q4",1.913710224,
"NOR","GFCF","TOT","QGRWTH","Q","2019-Q1",1.497579152,
"NOR","GFCF","TOT","QGRWTH","Q","2019-Q2",5.036249566,
"NOR","GFCF","TOT","QGRWTH","Q","2019-Q3",1.894468954,
"NOR","GFCF","TOT","QGRWTH","Q","2019-Q4",1.664530547,
"NOR","GFCF","TOT","QGRWTH","Q","2020-Q1",-6.838825944,
"NOR","GFCF","TOT","QGRWTH","Q","2020-Q2",-2.220255987,
"NOR","GFCF","TOT","QGRWTH","Q","2020-Q3",-1.472232079,
"NOR","GFCF","TOT","QGRWTH","Q","2020-Q4",1.369974023,
"NOR","GFCF","TOT","QGRWTH","Q","2021-Q1",-0.983283296,
"NOR","GFCF","TOT","QGRWTH","Q","2021-Q2",0.446288405,
"NOR","GFCF","TOT","QGRWTH","Q","2021-Q3",-1.547701445,
"NOR","GFCF","TOT","QGRWTH","Q","2021-Q4",3.289202146,
"NOR","GFCF","TOT","QGRWTH","Q","2022-Q1",-0.39212931,
"NOR","GFCF","TOT","QGRWTH","Q","2022-Q2",-1.061109691,
"POL","GFCF","TOT","QGRWTH","Q","2017-Q1",-0.505231294,
"POL","GFCF","TOT","QGRWTH","Q","2017-Q2",2.998005515,
"POL","GFCF","TOT","QGRWTH","Q","2017-Q3",0.695802212,
"POL","GFCF","TOT","QGRWTH","Q","2017-Q4",3.354046088,
"POL","GFCF","TOT","QGRWTH","Q","2018-Q1",2.724851188,
"POL","GFCF","TOT","QGRWTH","Q","2018-Q2",1.113964244,
"POL","GFCF","TOT","QGRWTH","Q","2018-Q3",4.58861137,
"POL","GFCF","TOT","QGRWTH","Q","2018-Q4",0.217410462,
"POL","GFCF","TOT","QGRWTH","Q","2019-Q1",2.217700221,
"POL","GFCF","TOT","QGRWTH","Q","2019-Q2",1.066929536,
"POL","GFCF","TOT","QGRWTH","Q","2019-Q3",-0.133685689,
"POL","GFCF","TOT","QGRWTH","Q","2019-Q4",4.070488009,
"POL","GFCF","TOT","QGRWTH","Q","2020-Q1",1.16440402,
"POL","GFCF","TOT","QGRWTH","Q","2020-Q2",-10.878180493,
"POL","GFCF","TOT","QGRWTH","Q","2020-Q3",1.127985475,
"POL","GFCF","TOT","QGRWTH","Q","2020-Q4",-0.613023014,
"POL","GFCF","TOT","QGRWTH","Q","2021-Q1",11.842512384,
"POL","GFCF","TOT","QGRWTH","Q","2021-Q2",-8.311665594,
"POL","GFCF","TOT","QGRWTH","Q","2021-Q3",2.180429533,
"POL","GFCF","TOT","QGRWTH","Q","2021-Q4",1.253916905,
"POL","GFCF","TOT","QGRWTH","Q","2022-Q1",11.103305276,
"POL","GFCF","TOT","QGRWTH","Q","2022-Q2",-6.766604638,
"PRT","GFCF","TOT","QGRWTH","Q","2017-Q1",2.55699448,
"PRT","GFCF","TOT","QGRWTH","Q","2017-Q2",2.197671144,
"PRT","GFCF","TOT","QGRWTH","Q","2017-Q3",0.448057136,
"PRT","GFCF","TOT","QGRWTH","Q","2017-Q4",3.27935031,
"PRT","GFCF","TOT","QGRWTH","Q","2018-Q1",0.02160679,
"PRT","GFCF","TOT","QGRWTH","Q","2018-Q2",2.077195592,
"PRT","GFCF","TOT","QGRWTH","Q","2018-Q3",1.092026862,
"PRT","GFCF","TOT","QGRWTH","Q","2018-Q4",2.85636258,
"PRT","GFCF","TOT","QGRWTH","Q","2019-Q1",2.970820442,
"PRT","GFCF","TOT","QGRWTH","Q","2019-Q2",-0.942652958,
"PRT","GFCF","TOT","QGRWTH","Q","2019-Q3",-0.32384417,
"PRT","GFCF","TOT","QGRWTH","Q","2019-Q4",0.181179108,
"PRT","GFCF","TOT","QGRWTH","Q","2020-Q1",-0.287159381,"P"
"PRT","GFCF","TOT","QGRWTH","Q","2020-Q2",-8.946668407,"P"
"PRT","GFCF","TOT","QGRWTH","Q","2020-Q3",10.570671151,"P"
"PRT","GFCF","TOT","QGRWTH","Q","2020-Q4",1.039707442,"P"
"PRT","GFCF","TOT","QGRWTH","Q","2021-Q1",3.83076051,"P"
"PRT","GFCF","TOT","QGRWTH","Q","2021-Q2",0.93528723,"P"
"PRT","GFCF","TOT","QGRWTH","Q","2021-Q3",-1.223084854,"P"
"PRT","GFCF","TOT","QGRWTH","Q","2021-Q4",4.541273079,"P"
"PRT","GFCF","TOT","QGRWTH","Q","2022-Q1",1.15303095,"P"
"PRT","GFCF","TOT","QGRWTH","Q","2022-Q2",-3.681223426,"P"
"SVK","GFCF","TOT","QGRWTH","Q","2017-Q1",2.177488115,
"SVK","GFCF","TOT","QGRWTH","Q","2017-Q2",1.194162353,
"SVK","GFCF","TOT","QGRWTH","Q","2017-Q3",11.687584683,
"SVK","GFCF","TOT","QGRWTH","Q","2017-Q4",-9.712400194,
"SVK","GFCF","TOT","QGRWTH","Q","2018-Q1",5.864939777,
"SVK","GFCF","TOT","QGRWTH","Q","2018-Q2",-0.868417139,
"SVK","GFCF","TOT","QGRWTH","Q","2018-Q3",-3.8276215,
"SVK","GFCF","TOT","QGRWTH","Q","2018-Q4",6.569377354,
"SVK","GFCF","TOT","QGRWTH","Q","2019-Q1",3.419469863,
"SVK","GFCF","TOT","QGRWTH","Q","2019-Q2",-0.860410166,
"SVK","GFCF","TOT","QGRWTH","Q","2019-Q3",0.392042283,
"SVK","GFCF","TOT","QGRWTH","Q","2019-Q4",4.182618349,
"SVK","GFCF","TOT","QGRWTH","Q","2020-Q1",-10.186211516,
"SVK","GFCF","TOT","QGRWTH","Q","2020-Q2",-8.652340743,
"SVK","GFCF","TOT","QGRWTH","Q","2020-Q3",8.008200168,
"SVK","GFCF","TOT","QGRWTH","Q","2020-Q4",-3.444804983,
"SVK","GFCF","TOT","QGRWTH","Q","2021-Q1",-4.58442458,
"SVK","GFCF","TOT","QGRWTH","Q","2021-Q2",6.806801889,
"SVK","GFCF","TOT","QGRWTH","Q","2021-Q3",0.558397903,
"SVK","GFCF","TOT","QGRWTH","Q","2021-Q4",2.941634291,
"SVK","GFCF","TOT","QGRWTH","Q","2022-Q1",-3.116998704,
"SVK","GFCF","TOT","QGRWTH","Q","2022-Q2",0.487097629,
"ESP","GFCF","TOT","QGRWTH","Q","2017-Q1",2.697667043,
"ESP","GFCF","TOT","QGRWTH","Q","2017-Q2",0.737280939,
"ESP","GFCF","TOT","QGRWTH","Q","2017-Q3",2.703375867,
"ESP","GFCF","TOT","QGRWTH","Q","2017-Q4",1.910269564,
"ESP","GFCF","TOT","QGRWTH","Q","2018-Q1",0.076882242,
"ESP","GFCF","TOT","QGRWTH","Q","2018-Q2",3.868595782,
"ESP","GFCF","TOT","QGRWTH","Q","2018-Q3",0.385658437,
"ESP","GFCF","TOT","QGRWTH","Q","2018-Q4",0.354354881,
"ESP","GFCF","TOT","QGRWTH","Q","2019-Q1",2.588844023,
"ESP","GFCF","TOT","QGRWTH","Q","2019-Q2",0.086900218,
"ESP","GFCF","TOT","QGRWTH","Q","2019-Q3",1.225761419,
"ESP","GFCF","TOT","QGRWTH","Q","2019-Q4",-0.867824888,
"ESP","GFCF","TOT","QGRWTH","Q","2020-Q1",-3.289618784,"P"
"ESP","GFCF","TOT","QGRWTH","Q","2020-Q2",-19.24426356,"P"
"ESP","GFCF","TOT","QGRWTH","Q","2020-Q3",20.250249815,"P"
"ESP","GFCF","TOT","QGRWTH","Q","2020-Q4",-1.463256016,"P"
"ESP","GFCF","TOT","QGRWTH","Q","2021-Q1",-1.89564771,"P"
"ESP","GFCF","TOT","QGRWTH","Q","2021-Q2",1.089475258,"P"
"ESP","GFCF","TOT","QGRWTH","Q","2021-Q3",-0.776411868,"P"
"ESP","GFCF","TOT","QGRWTH","Q","2021-Q4",-0.108057755,"P"
"ESP","GFCF","TOT","QGRWTH","Q","2022-Q1",3.252699703,"P"
"ESP","GFCF","TOT","QGRWTH","Q","2022-Q2",2.467440978,"P"
"ESP","GFCF","TOT","QGRWTH","Q","2022-Q3",0.551765473,"P"
"SWE","GFCF","TOT","QGRWTH","Q","2017-Q1",2.533063821,
"SWE","GFCF","TOT","QGRWTH","Q","2017-Q2",2.49380941,
"SWE","GFCF","TOT","QGRWTH","Q","2017-Q3",2.544111229,
"SWE","GFCF","TOT","QGRWTH","Q","2017-Q4",-3.600037697,
"SWE","GFCF","TOT","QGRWTH","Q","2018-Q1",2.797233672,
"SWE","GFCF","TOT","QGRWTH","Q","2018-Q2",0.071785967,
"SWE","GFCF","TOT","QGRWTH","Q","2018-Q3",-1.757494566,
"SWE","GFCF","TOT","QGRWTH","Q","2018-Q4",1.542422068,
"SWE","GFCF","TOT","QGRWTH","Q","2019-Q1",-0.565435308,
"SWE","GFCF","TOT","QGRWTH","Q","2019-Q2",-2.973053994,
"SWE","GFCF","TOT","QGRWTH","Q","2019-Q3",2.579685494,
"SWE","GFCF","TOT","QGRWTH","Q","2019-Q4",3.9698558,
"SWE","GFCF","TOT","QGRWTH","Q","2020-Q1",0.618509902,
"SWE","GFCF","TOT","QGRWTH","Q","2020-Q2",-6.644543911,
"SWE","GFCF","TOT","QGRWTH","Q","2020-Q3",5.381499545,
"SWE","GFCF","TOT","QGRWTH","Q","2020-Q4",-0.051290097,
"SWE","GFCF","TOT","QGRWTH","Q","2021-Q1",2.57729158,
"SWE","GFCF","TOT","QGRWTH","Q","2021-Q2",2.299773995,
"SWE","GFCF","TOT","QGRWTH","Q","2021-Q3",1.035868493,
"SWE","GFCF","TOT","QGRWTH","Q","2021-Q4",0.836199435,
"SWE","GFCF","TOT","QGRWTH","Q","2022-Q1",1.236415384,
"SWE","GFCF","TOT","QGRWTH","Q","2022-Q2",3.301092183,
"CHE","GFCF","TOT","QGRWTH","Q","2017-Q1",1.419286631,
"CHE","GFCF","TOT","QGRWTH","Q","2017-Q2",1.37148996,
"CHE","GFCF","TOT","QGRWTH","Q","2017-Q3",0.913080552,
"CHE","GFCF","TOT","QGRWTH","Q","2017-Q4",0.702182025,
"CHE","GFCF","TOT","QGRWTH","Q","2018-Q1",1.390516211,
"CHE","GFCF","TOT","QGRWTH","Q","2018-Q2",-1.229131685,
"CHE","GFCF","TOT","QGRWTH","Q","2018-Q3",-1.867026457,
"CHE","GFCF","TOT","QGRWTH","Q","2018-Q4",-0.195811895,
"CHE","GFCF","TOT","QGRWTH","Q","2019-Q1",1.8745117,
"CHE","GFCF","TOT","QGRWTH","Q","2019-Q2",-0.478108812,
"CHE","GFCF","TOT","QGRWTH","Q","2019-Q3",0.027689653,
"CHE","GFCF","TOT","QGRWTH","Q","2019-Q4",3.036621235,
"CHE","GFCF","TOT","QGRWTH","Q","2020-Q1",-3.297140095,
"CHE","GFCF","TOT","QGRWTH","Q","2020-Q2",-7.683012655,
"CHE","GFCF","TOT","QGRWTH","Q","2020-Q3",8.22847429,
"CHE","GFCF","TOT","QGRWTH","Q","2020-Q4",0.089513629,
"CHE","GFCF","TOT","QGRWTH","Q","2021-Q1",0.296706796,
"CHE","GFCF","TOT","QGRWTH","Q","2021-Q2",1.495235281,
"CHE","GFCF","TOT","QGRWTH","Q","2021-Q3",0.035375656,
"CHE","GFCF","TOT","QGRWTH","Q","2021-Q4",2.677524626,
"CHE","GFCF","TOT","QGRWTH","Q","2022-Q1",-3.304719917,
"CHE","GFCF","TOT","QGRWTH","Q","2022-Q2",1.663914869,
"TUR","GFCF","TOT","QGRWTH","Q","2017-Q1",0.358724293,
"TUR","GFCF","TOT","QGRWTH","Q","2017-Q2",4.504902663,
"TUR","GFCF","TOT","QGRWTH","Q","2017-Q3",4.118616317,
"TUR","GFCF","TOT","QGRWTH","Q","2017-Q4",-1.153128632,
"TUR","GFCF","TOT","QGRWTH","Q","2018-Q1",3.495063874,
"TUR","GFCF","TOT","QGRWTH","Q","2018-Q2",2.211347964,
"TUR","GFCF","TOT","QGRWTH","Q","2018-Q3",-10.600092798,
"TUR","GFCF","TOT","QGRWTH","Q","2018-Q4",-8.532812439,
"TUR","GFCF","TOT","QGRWTH","Q","2019-Q1",1.853792319,
"TUR","GFCF","TOT","QGRWTH","Q","2019-Q2",-3.099718319,
"TUR","GFCF","TOT","QGRWTH","Q","2019-Q3",-4.869781951,
"TUR","GFCF","TOT","QGRWTH","Q","2019-Q4",7.269665954,
"TUR","GFCF","TOT","QGRWTH","Q","2020-Q1",1.811771289,
"TUR","GFCF","TOT","QGRWTH","Q","2020-Q2",-11.582987046,
"TUR","GFCF","TOT","QGRWTH","Q","2020-Q3",28.870525438,
"TUR","GFCF","TOT","QGRWTH","Q","2020-Q4",-2.394173121,
"TUR","GFCF","TOT","QGRWTH","Q","2021-Q1",0.414888211,
"TUR","GFCF","TOT","QGRWTH","Q","2021-Q2",-2.653374566,
"TUR","GFCF","TOT","QGRWTH","Q","2021-Q3",2.714505531,
"TUR","GFCF","TOT","QGRWTH","Q","2021-Q4",0.410193143,
"TUR","GFCF","TOT","QGRWTH","Q","2022-Q1",2.221430795,
"TUR","GFCF","TOT","QGRWTH","Q","2022-Q2",-1.331210727,
"GBR","GFCF","TOT","QGRWTH","Q","2017-Q1",2.007805815,
"GBR","GFCF","TOT","QGRWTH","Q","2017-Q2",1.642966752,
"GBR","GFCF","TOT","QGRWTH","Q","2017-Q3",-0.194250976,
"GBR","GFCF","TOT","QGRWTH","Q","2017-Q4",1.487449956,
"GBR","GFCF","TOT","QGRWTH","Q","2018-Q1",-1.708102307,
"GBR","GFCF","TOT","QGRWTH","Q","2018-Q2",-0.088961676,
"GBR","GFCF","TOT","QGRWTH","Q","2018-Q3",0.509961449,
"GBR","GFCF","TOT","QGRWTH","Q","2018-Q4",-0.456032617,
"GBR","GFCF","TOT","QGRWTH","Q","2019-Q1",2.239032382,
"GBR","GFCF","TOT","QGRWTH","Q","2019-Q2",-1.117749466,
"GBR","GFCF","TOT","QGRWTH","Q","2019-Q3",1.671568333,
"GBR","GFCF","TOT","QGRWTH","Q","2019-Q4",-0.955360745,
"GBR","GFCF","TOT","QGRWTH","Q","2020-Q1",-3.815588183,
"GBR","GFCF","TOT","QGRWTH","Q","2020-Q2",-18.603666408,
"GBR","GFCF","TOT","QGRWTH","Q","2020-Q3",15.729838096,
"GBR","GFCF","TOT","QGRWTH","Q","2020-Q4",3.231040796,
"GBR","GFCF","TOT","QGRWTH","Q","2021-Q1",-1.404052848,
"GBR","GFCF","TOT","QGRWTH","Q","2021-Q2",2.638042097,
"GBR","GFCF","TOT","QGRWTH","Q","2021-Q3",0.660138745,
"GBR","GFCF","TOT","QGRWTH","Q","2021-Q4",1.189632163,
"GBR","GFCF","TOT","QGRWTH","Q","2022-Q1",3.459965174,
"GBR","GFCF","TOT","QGRWTH","Q","2022-Q2",-1.416179502,
"USA","GFCF","TOT","QGRWTH","Q","2017-Q1",1.207648631,
"USA","GFCF","TOT","QGRWTH","Q","2017-Q2",0.987422853,
"USA","GFCF","TOT","QGRWTH","Q","2017-Q3",0.499030524,
"USA","GFCF","TOT","QGRWTH","Q","2017-Q4",2.230914741,
"USA","GFCF","TOT","QGRWTH","Q","2018-Q1",1.104949297,
"USA","GFCF","TOT","QGRWTH","Q","2018-Q2",1.500291122,
"USA","GFCF","TOT","QGRWTH","Q","2018-Q3",0.384058157,
"USA","GFCF","TOT","QGRWTH","Q","2018-Q4",-0.002803398,
"USA","GFCF","TOT","QGRWTH","Q","2019-Q1",0.73528694,
"USA","GFCF","TOT","QGRWTH","Q","2019-Q2",1.142824769,
"USA","GFCF","TOT","QGRWTH","Q","2019-Q3",1.01230688,
"USA","GFCF","TOT","QGRWTH","Q","2019-Q4",-0.202426737,
"USA","GFCF","TOT","QGRWTH","Q","2020-Q1",-0.184949241,
"USA","GFCF","TOT","QGRWTH","Q","2020-Q2",-6.706083626,
"USA","GFCF","TOT","QGRWTH","Q","2020-Q3",5.349200924,
"USA","GFCF","TOT","QGRWTH","Q","2020-Q4",3.497660997,
"USA","GFCF","TOT","QGRWTH","Q","2021-Q1",1.624298616,
"USA","GFCF","TOT","QGRWTH","Q","2021-Q2",0.876425783,
"USA","GFCF","TOT","QGRWTH","Q","2021-Q3",-0.216061408,
"USA","GFCF","TOT","QGRWTH","Q","2021-Q4",0.027054423,
"USA","GFCF","TOT","QGRWTH","Q","2022-Q1",0.740921802,
"USA","GFCF","TOT","QGRWTH","Q","2022-Q2",-1.304826292,
"USA","GFCF","TOT","QGRWTH","Q","2022-Q3",-0.972989858,
"ARG","GFCF","TOT","QGRWTH","Q","2017-Q1",3.890430973,
"ARG","GFCF","TOT","QGRWTH","Q","2017-Q2",5.659574335,
"ARG","GFCF","TOT","QGRWTH","Q","2017-Q3",5.229883422,
"ARG","GFCF","TOT","QGRWTH","Q","2017-Q4",4.382447551,
"ARG","GFCF","TOT","QGRWTH","Q","2018-Q1",-0.035991925,
"ARG","GFCF","TOT","QGRWTH","Q","2018-Q2",-7.674074614,
"ARG","GFCF","TOT","QGRWTH","Q","2018-Q3",-8.464512465,
"ARG","GFCF","TOT","QGRWTH","Q","2018-Q4",-11.415504752,
"ARG","GFCF","TOT","QGRWTH","Q","2019-Q1",0.025715325,
"ARG","GFCF","TOT","QGRWTH","Q","2019-Q2",2.009772183,
"ARG","GFCF","TOT","QGRWTH","Q","2019-Q3",-0.485466213,
"ARG","GFCF","TOT","QGRWTH","Q","2019-Q4",-10.137115303,
"ARG","GFCF","TOT","QGRWTH","Q","2020-Q1",-9.452285281,
"ARG","GFCF","TOT","QGRWTH","Q","2020-Q2",-23.547146308,
"ARG","GFCF","TOT","QGRWTH","Q","2020-Q3",46.756665606,
"ARG","GFCF","TOT","QGRWTH","Q","2020-Q4",13.47186956,
"ARG","GFCF","TOT","QGRWTH","Q","2021-Q1",8.113678604,
"ARG","GFCF","TOT","QGRWTH","Q","2021-Q2",-2.075652269,
"ARG","GFCF","TOT","QGRWTH","Q","2021-Q3",1.438280195,
"ARG","GFCF","TOT","QGRWTH","Q","2021-Q4",6.669150203,
"ARG","GFCF","TOT","QGRWTH","Q","2022-Q1",2.873668143,
"ARG","GFCF","TOT","QGRWTH","Q","2022-Q2",7.839153033,
"BRA","GFCF","TOT","QGRWTH","Q","2017-Q1",-0.12963224,
"BRA","GFCF","TOT","QGRWTH","Q","2017-Q2",-0.060126924,
"BRA","GFCF","TOT","QGRWTH","Q","2017-Q3",1.028551507,
"BRA","GFCF","TOT","QGRWTH","Q","2017-Q4",3.102023849,
"BRA","GFCF","TOT","QGRWTH","Q","2018-Q1",-0.021876335,
"BRA","GFCF","TOT","QGRWTH","Q","2018-Q2",-0.768116895,
"BRA","GFCF","TOT","QGRWTH","Q","2018-Q3",6.754325936,
"BRA","GFCF","TOT","QGRWTH","Q","2018-Q4",-1.664352433,
"BRA","GFCF","TOT","QGRWTH","Q","2019-Q1",-2.092188599,
"BRA","GFCF","TOT","QGRWTH","Q","2019-Q2",5.356902014,
"BRA","GFCF","TOT","QGRWTH","Q","2019-Q3",3.542043008,
"BRA","GFCF","TOT","QGRWTH","Q","2019-Q4",-5.508049638,
"BRA","GFCF","TOT","QGRWTH","Q","2020-Q1",3.875860986,
"BRA","GFCF","TOT","QGRWTH","Q","2020-Q2",-15.284488028,
"BRA","GFCF","TOT","QGRWTH","Q","2020-Q3",11.352740906,
"BRA","GFCF","TOT","QGRWTH","Q","2020-Q4",15.473620346,
"BRA","GFCF","TOT","QGRWTH","Q","2021-Q1",8.018537028,
"BRA","GFCF","TOT","QGRWTH","Q","2021-Q2",-4.302932709,
"BRA","GFCF","TOT","QGRWTH","Q","2021-Q3",-0.189054877,
"BRA","GFCF","TOT","QGRWTH","Q","2021-Q4",0.075582872,
"BRA","GFCF","TOT","QGRWTH","Q","2022-Q1",-3.044224693,
"BRA","GFCF","TOT","QGRWTH","Q","2022-Q2",4.838151291,
"CHL","GFCF","TOT","QGRWTH","Q","2017-Q1",-2.322901878,
"CHL","GFCF","TOT","QGRWTH","Q","2017-Q2",-1.517929131,
"CHL","GFCF","TOT","QGRWTH","Q","2017-Q3",1.7803321,
"CHL","GFCF","TOT","QGRWTH","Q","2017-Q4",3.950825334,
"CHL","GFCF","TOT","QGRWTH","Q","2018-Q1",1.993148062,
"CHL","GFCF","TOT","QGRWTH","Q","2018-Q2",-0.027528875,
"CHL","GFCF","TOT","QGRWTH","Q","2018-Q3",0.277062812,
"CHL","GFCF","TOT","QGRWTH","Q","2018-Q4",3.418864752,
"CHL","GFCF","TOT","QGRWTH","Q","2019-Q1",-0.242539789,
